,Geography,Percent 20-49,Percent Male 20-49,Median Age,County,State
420,0500000US33013,43.9,45.1,42.9,Merrimack County,NH
421,0500000US33015,41.300000000000004,42.39999999999999,44.5,Rockingham County,NH
422,0500000US33017,47.699999999999996,48.699999999999996,37.7,Strafford County,NH
423,0500000US34001,42.099999999999994,42.400000000000006,42.2,Atlantic County,NJ
424,0500000US34003,42.900000000000006,43.699999999999996,42.2,Bergen County,NJ
425,0500000US34005,44.1,46.199999999999996,41.8,Burlington County,NJ
426,0500000US34007,45.8,46.3,38.6,Camden County,NJ
427,0500000US34009,36.099999999999994,37.3,51.6,Cape May County,NJ
428,0500000US34011,45.3,47.599999999999994,37.7,Cumberland County,NJ
429,0500000US34013,47.0,47.4,38.1,Essex County,NJ
430,0500000US34015,43.5,44.5,41.0,Gloucester County,NJ
431,0500000US34017,58.1,59.7,36.1,Hudson County,NJ
432,0500000US34019,38.6,38.4,46.4,Hunterdon County,NJ
433,0500000US34021,45.1,46.50000000000001,39.8,Mercer County,NJ
434,0500000US34023,45.6,46.7,39.5,Middlesex County,NJ
435,0500000US34025,40.3,40.99999999999999,43.7,Monmouth County,NJ
436,0500000US34027,42.3,42.6,42.7,Morris County,NJ
437,0500000US34029,37.4,38.300000000000004,41.5,Ocean County,NJ
438,0500000US34031,45.4,45.9,38.0,Passaic County,NJ
439,0500000US34033,39.199999999999996,39.0,43.0,Salem County,NJ
