,state,county,inc,% change
443,GA,Evans,39404,9.1
444,GA,Fannin,46163,5.8
445,GA,Fayette,73202,4.1
446,GA,Floyd,44803,6.2
447,GA,Forsyth,73337,3.5
448,GA,Franklin,39616,0.9
449,GA,Fulton,102074,0.7
450,GA,Gilmer,42351,4.4
451,GA,Glascock,42716,6.8
452,GA,Glynn,55351,7.1
453,GA,Gordon,42281,5.1
454,GA,Grady,39020,5.9
455,GA,Greene,67417,1.1
456,GA,Gwinnett,50256,8.2
457,GA,Habersham,39304,5
458,GA,Hall,53920,5.6
459,GA,Hancock,35778,8
460,GA,Haralson,44003,5.8
461,GA,Harris,56595,4.4
462,GA,Hart,43900,4.3
463,GA,Heard,39769,6.5
464,GA,Henry,46961,8.7
465,GA,Houston,48929,5.5
466,GA,Irwin,40963,10.3
467,GA,Jackson,49063,4.6
468,GA,Jasper,44317,4.8
469,GA,Jeff Davis,38122,8.6
470,GA,Jefferson,43720,12.9
471,GA,Jenkins,36886,12
472,GA,Johnson,33265,11.7
473,GA,Jones,44704,6.6
474,GA,Lamar,41856,8.2
475,GA,Lanier,36086,9.3
476,GA,Laurens,43532,9.2
477,GA,Lee,50409,7.2
478,GA,Liberty,41672,8.3
479,GA,Lincoln,46087,7.3
480,GA,Long,38480,8.5
481,GA,Lowndes,43546,7.8
482,GA,Lumpkin,44843,5.8
483,GA,McDuffie,43362,9.7
484,GA,McIntosh,47287,10.2
485,GA,Macon,39164,6.8
486,GA,Madison,43445,2.2
487,GA,Marion,39075,7.7
488,GA,Meriwether,44305,10.1
489,GA,Miller,50213,6.8
490,GA,Mitchell,42397,8.9
491,GA,Monroe,52718,5.8
492,GA,Montgomery,37935,13
493,GA,Morgan,57857,4.4
494,GA,Murray,37264,8.8
495,GA,Muscogee,49091,7.1
496,GA,Newton,42056,9.5
497,GA,Oconee,76403,2.5
498,GA,Oglethorpe,43517,1.8
499,GA,Paulding,47381,7.3
500,GA,Peach,43641,7.5
501,GA,Pickens,55398,4.6
502,GA,Pierce,41882,7.3
503,GA,Pike,48643,6.1
504,GA,Polk,39578,8
505,GA,Pulaski,40100,7.9
506,GA,Putnam,53019,7.8
507,GA,Quitman,38398,10.7
508,GA,Rabun,50488,8.4
509,GA,Randolph,43049,12.4
510,GA,Richmond,43429,7.8
511,GA,Rockdale,43042,10.5
512,GA,Schley,43917,6.8
513,GA,Screven,40137,8.9
514,GA,Seminole,46274,8.2
515,GA,Spalding,43098,9.3
516,GA,Stephens,41822,7.1
517,GA,Stewart,32844,13.1
518,GA,Sumter,43130,7.9
519,GA,Talbot,45385,12.3
520,GA,Taliaferro,41494,-0.9
521,GA,Tattnall,35616,4.6
522,GA,Taylor,39030,4
523,GA,Telfair,30573,10.4
524,GA,Terrell,47258,8.8
525,GA,Thomas,52349,8.6
526,GA,Tift,44913,9.3
527,GA,Toombs,42075,11.2
528,GA,Towns,45939,7.6
529,GA,Treutlen,38090,9.3
530,GA,Troup,45441,11.2
531,GA,Turner,38250,7.5
532,GA,Twiggs,44235,6.1
533,GA,Union,44163,5.2
534,GA,Upson,42364,7.6
535,GA,Walker,40744,7.1
536,GA,Walton,49062,5.8
537,GA,Ware,38862,9.1
538,GA,Warren,42377,10.9
539,WA,Wayne,37997,6.9
540,WA,Webster,43682,7.8
541,WA,Wheeler,24241,12.7
542,WA,White,46899,7.2
543,WA,Whitfield,47545,8.8
544,WA,Wilcox,32288,4.4
545,WA,Wilkes,48806,1.6
546,WA,Wilkinson,42625,11.1
547,WA,Worth,41431,8.8
549,HI,Honolulu,63912,4.4
550,HI,Kauai,56103,5.8
551,HI,Maui + Kalawao,58520,2.5
553,ID,Ada,62610,7.5
554,ID,Adams,44261,6
555,ID,Bannock,45443,8.4
556,ID,Bear Lake,45385,8
557,ID,Benewah,43922,8.5
558,ID,Bingham,42774,9.8
559,ID,Blaine,134722,4.2
560,ID,Boise,53198,7.5
561,ID,Bonner,49868,8.6
562,ID,Bonneville,58430,8.2
563,ID,Boundary,44200,7.2
564,ID,Butte,48844,10.1
565,ID,Camas,62248,10
566,ID,Canyon,41980,9
567,ID,Caribou,47740,11
568,ID,Cassia,47780,6.8
569,ID,Clark,47973,9.3
570,ID,Clearwater,41834,8.8
571,ID,Custer,48619,10
572,ID,Elmore,41884,5.1
573,ID,Franklin,43472,10.2
574,ID,Fremont (includes Yellowstone National Park),42503,8.4
575,ID,Gem,45441,6.9
576,ID,Gooding,63847,7.1
577,ID,Jefferson,42307,5.6
578,ID,Jerome,42356,8.6
579,ID,Kootenai,54406,7
580,ID,Latah,50703,7.3
581,ID,Lemhi,50927,10.5
582,ID,Lewis,62533,10.6
583,ID,Lincoln,42718,5
584,ID,Madison,25648,7
585,ID,Minidoka,45273,9.8
586,ID,Nez Perce,50993,8.4
587,ID,Oneida,44887,9.9
588,ID,Owyhee,43713,7.2
589,ID,Payette,45796,5.7
590,ID,Power,43031,8.9
591,ID,Shoshone,45434,14.6
592,ID,Teton,53564,5.8
593,ID,Twin Falls,45627,7.7
594,ID,Valley,57895,6.6
596,IL,Adams,55254,8.6
597,IL,Alexander,51974,18.1
598,IL,Bond,44653,8.9
599,IL,Boone,54496,6.2
600,IL,Brown,44740,11
601,IL,Bureau,51269,10.8
602,IL,Calhoun,55240,10.9
603,IL,Carroll,49976,11.8
604,IL,Cass,48959,14.8
605,IL,Champaign,54638,8.7
606,IL,Christian,48831,10.8
607,IL,Clark,51307,7.9
608,IL,Clay,49656,11.5
609,IL,Clinton,56536,7.1
610,IL,Coles,53596,9.9
611,IL,Cook,73557,5.6
612,IL,Crawford,52318,6.8
613,IL,Cumberland,84035,5.8
614,IL,DeKalb,51571,8.4
615,IL,De Witt,57473,13
616,IL,Douglas,60587,9.5
617,IL,DuPage,85498,5
618,IL,Edgar,54641,15.3
619,IL,Edwards,51628,10.4
620,IL,Effingham,61218,10.2
621,IL,Fayette,44763,11
622,IL,Ford,62180,12.5
623,IL,Franklin,45473,10.1
624,IL,Fulton,46395,10.2
625,IL,Gallatin,53962,11.8
626,IL,Greene,51356,14.2
627,IL,Grundy,65839,2
628,IL,Hamilton,53814,10.9
629,IL,Hancock,55095,13.4
630,IL,Hardin,46724,10.5
631,IL,Henderson,54766,15.1
632,IL,Henry,54747,9.8
633,IL,Iroquois,56185,14.4
634,IL,Jackson,46443,8.3
635,IL,Jasper,54032,15.3
636,IL,Jefferson,48057,10.1
637,IL,Jersey,50874,9.3
638,IL,Jo Daviess,56428,8.8
639,IL,Johnson,40166,7.9
640,IL,Kane,62837,6.8
641,IL,Kankakee,53165,10
642,IL,Kendall,58848,5.7
643,IL,Knox,47985,12.3
644,IL,Lake,89025,3.9
645,IL,LaSalle,53033,8.1
646,IL,Lawrence,40385,15.3
647,IL,Lee,51124,10.4
648,IL,Livingston,57213,14.6
649,IL,Logan,47074,11.3
650,IL,McDonough,48261,9.8
651,IL,McHenry,64119,5.3
652,IL,McLean,58503,10.1
653,IL,Macon,56548,9.1
654,IL,Macoupin,49950,9.4
655,IL,Madison,55538,7.1
656,IL,Marion,50107,10.4
657,IL,Marshall,54239,11.8
658,IL,Mason,53655,13.4
659,IL,Massac,46618,10.8
660,IL,Menard,55848,9.1
661,IL,Mercer,57676,13.7
662,IL,Monroe,65224,4.1
663,IL,Montgomery,43358,10.8
664,IL,Morgan,49678,9.7
665,IL,Moultrie,76100,2.5
666,IL,Ogle,53050,6.5
667,IL,Peoria,57439,8.2
668,IL,Perry,43777,9.3
669,IL,Piatt,63905,9.7
670,IL,Pike,54377,15.5
671,IL,Pope,39435,14.5
672,IL,Pulaski,48561,13.1
673,IL,Putnam,74073,1.8
674,IL,Randolph,46251,9.9
675,IL,Richland,49491,10.1
676,IL,Rock Island,51429,8.7
677,IL,St. Clair,54185,8.4
678,IL,Saline,47402,9
679,IL,Sangamon,57206,7.3
680,IL,Schuyler,51383,11.4
681,IL,Scott,52741,13.9
682,IL,Shelby,51977,11.1
683,IL,Stark,56551,18.5
684,IL,Stephenson,50815,8.2
685,IL,Tazewell,54768,7.5
686,IL,Union,49595,10.7
687,IL,Vermilion,49265,12.3
688,IL,Wabash,51743,9.8
689,IL,Warren,52506,14
690,WA,Wayne,48754,11
691,WA,White,55372,5.1
692,WA,Whiteside,52341,10.3
693,WA,Will,62272,5.7
694,WA,Williamson,52329,7.3
695,WA,Winnebago,50510,8.1
696,WA,Woodford,60004,7.8
698,IN,Adams,47209,7
699,IN,Allen,54681,6.8
700,IN,Bartholomew,61136,6.3
701,IN,Benton,53602,14.6
702,IN,Blackford,44325,6.9
703,IN,Boone,84985,3.2
704,IN,Brown,55345,5.6
705,IN,Carroll,51293,8.5
706,IN,Cass,47854,9.5
707,IN,Clark,51887,6.7
708,IN,Clay,44878,9.1
709,IN,Clinton,45305,8.2
710,IN,Crawford,41854,9.5
711,IN,Daviess,53008,11.5
712,IN,Dearborn,55782,5.7
713,IN,Decatur,53393,8.7
714,IN,DeKalb,51961,6.1
715,DE,Dubois,60954,6.1
716,DE,Elkhart,55007,7.5
717,DE,Fayette,47588,8.5
718,DE,Floyd,62578,4.5
719,DE,Fountain,48583,10.1
720,DE,Franklin,54451,8.1
721,DE,Fulton,49205,8.4
722,DE,Gibson,53562,7.6
723,DE,Grant,46892,9.1
724,DE,Greene,50131,8.2
725,DE,Hamilton,85814,3.8
726,DE,Hancock,58095,5.2
727,DE,Harrison,51770,7.1
728,DE,Hendricks,59804,7.1
729,DE,Henry,46146,8.6
730,DE,Howard,47031,5.7
731,DE,Huntington,49571,7.9
732,DE,Jackson,49451,7.8
733,DE,Jasper,55018,9.8
734,DE,Jay,49300,13.2
735,DE,Jefferson,50734,8.1
736,DE,Jennings,49519,9
737,DE,Johnson,56808,5.5
738,DE,Knox,53525,9.5
739,DE,Kosciusko,55625,6.9
740,DE,Lagrange,49767,6.9
741,DE,Lake,53181,6.7
742,DE,LaPorte,49508,7.7
743,DE,Lawrence,51160,8.8
744,DE,Madison,45755,8
745,DE,Marion,65625,9
746,DE,Marshall,51474,8.3
747,DE,Martin,49082,11.2
748,DE,Miami,40179,6.4
749,DE,Monroe,52392,6.2
750,DE,Montgomery,48866,8.9
751,DE,Morgan,51539,6
752,DE,Newton,51905,11.4
753,DE,Noble,48060,7.6
754,OH,Orange,43422,7.3
755,OH,Owen,48681,8.6
756,OH,Parke,48252,12.2
757,OH,Perry,42358,4.5
758,OH,Pike,47977,7.3
759,OH,Porter,61250,4.7
760,OH,Posey,59105,7.6
761,OH,Pulaski,54133,11.8
762,OH,Putnam,45681,7.8
763,OH,Randolph,49116,12.4
764,OH,Ripley,49158,9.1
765,OH,Rush,54210,7.4
766,OH,St. Joseph,56122,5.8
767,OH,Scott,44678,7.8
768,OH,Shelby,52065,7.6
769,OH,Spencer,52615,5
770,OH,Starke,42083,9.5
771,OH,Steuben,52244,6.6
772,OH,Sullivan,43091,8.8
773,OH,Switzerland,42481,10.9
774,OH,Tippecanoe,45950,4.7
775,OH,Tipton,51881,7.2
776,OH,Union,47359,9.6
777,OH,Vanderburgh,55099,7.6
778,OH,Vermillion,45487,10.1
779,OH,Vigo,45767,8.6
780,OH,Wabash,51300,9.3
781,OH,Warren,52196,12
782,OH,Warrick,64880,3.8
783,WA,Wayne,48785,7.8
784,WA,Wells,49953,7
785,WA,White,51422,9.7
786,WA,Whitley,53969,6
788,IA,Adair,61765,8.8
789,IA,Adams,62223,-4.6
790,IA,Allamakee,53807,5
791,IA,Appanoose,46396,8.7
792,IA,Audubon,62773,4.5
793,IA,Benton,63072,6.1
794,IA,Black Hawk,51911,7.3
795,IA,Boone,54521,6.2
796,IA,Bremer,57876,6.5
797,IA,Buchanan,57200,5.3
798,IA,Buena Vista,49006,6.4
799,IA,Butler,57604,6.2
800,IA,Calhoun,57289,4.9
801,IA,Carroll,60290,4.4
802,IA,Cass,55056,5.5
803,IA,Cedar,63197,5
804,IA,Cerro Gordo,56955,6.9
805,IA,Cherokee,61661,1.8
806,IA,Chickasaw,64737,5.8
807,IA,Clarke,45292,9.4
808,IA,Clay,59187,7
809,IA,Clayton,59656,7.9
810,IA,Clinton,52308,7.1
811,IA,Crawford,51690,5.8
812,IA,Dallas,73673,3.7
813,IA,Davis,44337,4
814,IA,Decatur,42171,7.8
815,DE,Des Moines,56425,5.6
816,DE,Dickinson,69628,3.5
817,DE,Dubuque,56782,6.6
818,DE,Emmet,51890,2
819,DE,Fayette,51226,6.9
820,DE,Floyd,56044,5.6
821,DE,Franklin,59466,6.1
822,DE,Fremont,59090,7.6
823,DE,Greene,58799,8
824,DE,Grundy,62531,7.4
825,DE,Guthrie,63098,9.5
826,DE,Hamilton,58126,-1.4
827,DE,Hancock,61201,3.2
828,DE,Hardin,56678,4
829,DE,Harrison,55468,5.5
830,DE,Henry,49117,6.1
831,DE,Howard,58411,6.9
832,DE,Humboldt,56985,4.6
833,DE,Ida,65824,11.7
834,IA,Jackson,53777,8.1
835,IA,Jasper,50190,7.3
836,IA,Jefferson,55900,6.4
837,IA,Johnson,59592,4.2
838,IA,Jones,51576,6.7
839,IA,Keokuk,52878,7.7
840,IA,Kossuth,60595,4.2
841,IA,Lee,48394,6.9
842,IA,Linn,59294,5.9
843,IA,Louisa,50885,3.6
844,IA,Lucas,47774,6
845,IA,Lyon,61551,-0.6
846,IA,Madison,57263,6.1
847,IA,Mahaska,49933,5.8
848,IA,Marion,56989,6.1
849,IA,Marshall,50776,8.9
850,IA,Mills,66042,2.7
851,IA,Mitchell,63605,-7.7
852,IA,Monona,57720,7.5
853,IA,Monroe,52821,6.7
854,IA,Montgomery,48436,7.4
855,IA,Muscatine,53861,4.8
856,IA,O'Brien,61882,4.4
857,IA,Osceola,55063,0.5
858,IA,Page,52069,11.1
859,IA,Palo Alto,56973,-4.3
860,IA,Plymouth,63214,2.5
861,IA,Pocahontas,57640,-2.3
862,IA,Polk,60799,7
863,IA,Pottawattamie,51370,6.2
864,IA,Poweshiek,53996,9.1
865,IA,Ringgold,57317,6.4
866,IA,Sac,65620,-1.3
867,IA,Scott,60349,5.7
868,IA,Shelby,61414,5.4
869,IA,Sioux,57558,4.4
870,IA,Story,47923,4.4
871,IA,Tama,58311,12
872,IA,Taylor,54870,7.5
873,IA,Union,48291,5.8
874,IA,Van Buren,47655,4.2
875,IA,Wapello,44912,9
876,IA,Warren,57847,4.8
877,WA,Wayne,50859,7.5
878,WA,Webster,51331,4.4
879,WA,Winnebago,50769,7.9
880,WA,Winneshiek,58872,8.9
881,WA,Woodbury,50607,6.9
882,WA,Worth,53342,10.1
883,WA,Wright,56543,2.3
885,KS,Allen,49326,7.5
886,KS,Anderson,52810,14.2
887,KS,Atchison,44710,9.7
888,KS,Barber,56193,15.3
889,KS,Barton,53532,4.5
890,KS,Bourbon,47885,8.8
891,KS,Brown,51906,7.4
892,KS,Butler,51643,4.1
893,KS,Chase,64717,17.5
894,KS,Chautauqua,45394,8
895,KS,Cherokee,51492,12.7
896,KS,Cheyenne,65154,22.9
897,KS,Clark,59045,7.9
898,KS,Clay,50592,11.1
899,KS,Cloud,47195,13.1
900,KS,Coffey,58867,10.1
901,KS,Comanche,54928,15.4
902,KS,Cowley,44888,7.8
903,KS,Crawford,45046,9.3
904,KS,Decatur,58270,21.7
905,KS,Dickinson,49255,9.7
906,KS,Doniphan,48727,8.9
907,KS,Douglas,51703,5.7
908,KS,Edwards,68555,20.1
909,KS,Elk,47485,8.7
910,KS,Ellis,53348,7.5
911,KS,Ellsworth,47749,3
912,KS,Finney,47523,8.2
913,KS,Ford,47052,13.2
914,KS,Franklin,49652,6.4
915,KS,Geary,52135,5
916,KS,Gove,69011,15.1
917,KS,Graham,62383,11.5
918,KS,Grant,43192,4.3
919,KS,Gray,64859,8.7
920,KS,Greeley,93667,37.7
921,KS,Greenwood,49675,11.4
922,KS,Hamilton,71468,34.4
923,KS,Harper,61799,12.1
924,KS,Harvey,49642,7.2
925,KS,Haskell,70901,17
926,KS,Hodgeman,67659,16.8
927,KS,Jackson,50620,9.2
928,KS,Jefferson,52892,6.9
929,KS,Jewell,60881,17.6
930,KS,Johnson,84535,2.9
931,KS,Kearny,65779,20.1
932,KS,Kingman,52283,13.3
933,KS,Kiowa,57085,26
934,KS,Labette,49538,9.8
935,KS,Lane,75517,9.1
936,KS,Leavenworth,49330,5.2
937,KS,Lincoln,56308,18.9
938,KS,Linn,48383,10.1
939,KS,Logan,63461,21.2
940,KS,Lyon,46177,10.7
941,KS,McPherson,57951,5.8
942,KS,Marion,49005,11.2
943,KS,Marshall,50995,12.8
944,KS,Meade,74713,14
945,KS,Miami,56719,6.7
946,KS,Mitchell,71245,14.3
947,KS,Montgomery,43689,8.6
948,KS,Morris,52926,13.7
949,KS,Morton,58423,16.4
950,KS,Nemaha,60858,14.3
951,KS,Neosho,47902,9.2
952,KS,Ness,66087,11.8
953,KS,Norton,51714,17.7
954,KS,Osage,50353,9.8
955,KS,Osborne,55815,9.4
956,KS,Ottawa,50373,10.8
957,KS,Pawnee,48441,8.1
958,KS,Phillips,64720,9.2
959,KS,Pottawatomie,59324,6.6
960,KS,Pratt,58092,9.7
961,KS,Rawlins,80389,23.8
962,KS,Reno,47918,7.9
